# Data source: https://www.ecdc.europa.eu/sites/default/files/documents/COVID-19-geographic-disbtribution-worldwide-<DATE>-xlsx
# Data provenance: European Centre for Disease Prevention and Control
# License: The downloadable data file is updated daily and contains the latest available public data on COVID-19. Public-use data files allows users to manipulate the data in a format appropriate for their analyses. Users of ECDC public-use data files must comply with data use restrictions to ensure that the information will be used solely for statistical analysis or reporting purposes.
location	time	cases	deaths	hospitalized	ICU	recovered
Afghanistan	2020-03-02	1	0			0
Afghanistan	2020-03-08	4	0			0
Afghanistan	2020-03-11	7	0			0
Afghanistan	2020-03-15	10	0			0
Afghanistan	2020-03-16	16	0			0
Afghanistan	2020-03-17	21	0			0
Afghanistan	2020-03-18	22	0			0
Afghanistan	2020-03-19	22	0			0
Afghanistan	2020-03-20	22	0			0
Afghanistan	2020-03-21	24	0			0
Afghanistan	2020-03-22	24	0			0
Afghanistan	2020-03-23	34	0			0
Afghanistan	2020-03-24	40	1			0
Afghanistan	2020-03-25	42	1			0
Afghanistan	2020-03-26	75	1			0
Afghanistan	2020-03-27	75	1			0
Angola	2020-03-22	2	0			0
Angola	2020-03-23	2	0			0
Angola	2020-03-24	2	0			0
Angola	2020-03-25	2	0			0
Angola	2020-03-26	2	0			0
Angola	2020-03-27	3	0			0
Albania	2020-03-09	2	0			0
Albania	2020-03-10	6	0			0
Albania	2020-03-11	10	0			0
Albania	2020-03-12	11	1			0
Albania	2020-03-13	23	1			0
Albania	2020-03-14	33	1			0
Albania	2020-03-15	38	1			0
Albania	2020-03-16	42	1			0
Albania	2020-03-17	51	1			0
Albania	2020-03-18	55	1			0
Albania	2020-03-19	59	2			0
Albania	2020-03-20	70	2			0
Albania	2020-03-21	70	2			0
Albania	2020-03-22	76	2			0
Albania	2020-03-23	89	2			0
Albania	2020-03-24	100	4			0
Albania	2020-03-25	123	5			0
Albania	2020-03-26	146	5			0
Albania	2020-03-27	174	6			0
Andorra	2020-03-03	1	0			0
Andorra	2020-03-14	2	0			0
Andorra	2020-03-16	5	0			0
Andorra	2020-03-17	14	0			0
Andorra	2020-03-18	14	0			0
Andorra	2020-03-19	53	0			0
Andorra	2020-03-20	75	0			0
Andorra	2020-03-21	75	0			0
Andorra	2020-03-22	88	0			0
Andorra	2020-03-23	113	0			0
Andorra	2020-03-24	133	0			0
Andorra	2020-03-25	164	0			0
Andorra	2020-03-26	188	0			0
Andorra	2020-03-27	224	3			0
Argentina	2020-03-04	1	0			0
Argentina	2020-03-06	2	0			0
Argentina	2020-03-07	8	0			0
Argentina	2020-03-08	9	1			0
Argentina	2020-03-09	12	1			0
Argentina	2020-03-11	19	1			0
Argentina	2020-03-13	31	1			0
Argentina	2020-03-14	34	2			0
Argentina	2020-03-15	45	2			0
Argentina	2020-03-16	56	2			0
Argentina	2020-03-17	65	2			0
Argentina	2020-03-18	79	2			0
Argentina	2020-03-19	97	2			0
Argentina	2020-03-20	128	3			0
Argentina	2020-03-21	158	3			0
Argentina	2020-03-22	225	4			0
Argentina	2020-03-23	266	4			0
Argentina	2020-03-24	301	4			0
Argentina	2020-03-25	387	6			0
Argentina	2020-03-26	502	8			0
Argentina	2020-03-27	589	12			0
Antigua and Barbuda	2020-03-15	1	0			0
Antigua and Barbuda	2020-03-21	1	0			0
Antigua and Barbuda	2020-03-22	1	0			0
Antigua and Barbuda	2020-03-23	1	0			0
Antigua and Barbuda	2020-03-24	1	0			0
Antigua and Barbuda	2020-03-25	3	0			0
Antigua and Barbuda	2020-03-26	3	0			0
Antigua and Barbuda	2020-03-27	7	0			0
Algeria	2019-12-31	0	0			0
Algeria	2020-01-01	0	0			0
Algeria	2020-01-02	0	0			0
Algeria	2020-01-03	0	0			0
Algeria	2020-01-04	0	0			0
Algeria	2020-01-05	0	0			0
Algeria	2020-01-06	0	0			0
Algeria	2020-01-07	0	0			0
Algeria	2020-01-08	0	0			0
Algeria	2020-01-09	0	0			0
Algeria	2020-01-10	0	0			0
Algeria	2020-01-11	0	0			0
Algeria	2020-01-12	0	0			0
Algeria	2020-01-13	0	0			0
Algeria	2020-01-14	0	0			0
Algeria	2020-01-15	0	0			0
Algeria	2020-01-16	0	0			0
Algeria	2020-01-17	0	0			0
Algeria	2020-01-18	0	0			0
Algeria	2020-01-19	0	0			0
Algeria	2020-01-20	0	0			0
Algeria	2020-01-21	0	0			0
Algeria	2020-01-22	0	0			0
Algeria	2020-01-23	0	0			0
Algeria	2020-01-24	0	0			0
Algeria	2020-01-25	0	0			0
Algeria	2020-01-26	0	0			0
Algeria	2020-01-27	0	0			0
Algeria	2020-01-28	0	0			0
Algeria	2020-01-29	0	0			0
Algeria	2020-01-30	0	0			0
Algeria	2020-01-31	0	0			0
Algeria	2020-02-01	0	0			0
Algeria	2020-02-02	0	0			0
Algeria	2020-02-03	0	0			0
Algeria	2020-02-04	0	0			0
Algeria	2020-02-05	0	0			0
Algeria	2020-02-06	0	0			0
Algeria	2020-02-07	0	0			0
Algeria	2020-02-08	0	0			0
Algeria	2020-02-09	0	0			0
Algeria	2020-02-10	0	0			0
Algeria	2020-02-11	0	0			0
Algeria	2020-02-12	0	0			0
Algeria	2020-02-13	0	0			0
Algeria	2020-02-14	0	0			0
Algeria	2020-02-15	0	0			0
Algeria	2020-02-16	0	0			0
Algeria	2020-02-17	0	0			0
Algeria	2020-02-18	0	0			0
Algeria	2020-02-19	0	0			0
Algeria	2020-02-20	0	0			0
Algeria	2020-02-21	0	0			0
Algeria	2020-02-22	0	0			0
Algeria	2020-02-23	0	0			0
Algeria	2020-02-24	0	0			0
Algeria	2020-02-25	0	0			0
Algeria	2020-02-26	1	0			0
Algeria	2020-02-27	1	0			0
Algeria	2020-02-28	1	0			0
Algeria	2020-02-29	1	0			0
Algeria	2020-03-01	1	0			0
Algeria	2020-03-02	3	0			0
Algeria	2020-03-04	5	0			0
Algeria	2020-03-05	12	0			0
Algeria	2020-03-06	17	0			0
Algeria	2020-03-09	20	0			0
Algeria	2020-03-12	20	0			0
Algeria	2020-03-13	24	1			0
Algeria	2020-03-14	26	2			0
Algeria	2020-03-15	37	2			0
Algeria	2020-03-16	48	4			0
Algeria	2020-03-17	60	4			0
Algeria	2020-03-18	60	5			0
Algeria	2020-03-19	73	6			0
Algeria	2020-03-20	82	7			0
Algeria	2020-03-21	94	10			0
Algeria	2020-03-22	94	10			0
Algeria	2020-03-23	102	15			0
Algeria	2020-03-24	189	17			0
Algeria	2020-03-25	231	17			0
Algeria	2020-03-26	264	17			0
Algeria	2020-03-27	305	21			0
Anguilla	2020-03-27	2	0			0
Armenia	2019-12-31	0	0			0
Armenia	2020-01-01	0	0			0
Armenia	2020-01-02	0	0			0
Armenia	2020-01-03	0	0			0
Armenia	2020-01-04	0	0			0
Armenia	2020-01-05	0	0			0
Armenia	2020-01-06	0	0			0
Armenia	2020-01-07	0	0			0
Armenia	2020-01-08	0	0			0
Armenia	2020-01-09	0	0			0
Armenia	2020-01-10	0	0			0
Armenia	2020-01-11	0	0			0
Armenia	2020-01-12	0	0			0
Armenia	2020-01-13	0	0			0
Armenia	2020-01-14	0	0			0
Armenia	2020-01-15	0	0			0
Armenia	2020-01-16	0	0			0
Armenia	2020-01-17	0	0			0
Armenia	2020-01-18	0	0			0
Armenia	2020-01-19	0	0			0
Armenia	2020-01-20	0	0			0
Armenia	2020-01-21	0	0			0
Armenia	2020-01-22	0	0			0
Armenia	2020-01-23	0	0			0
Armenia	2020-01-24	0	0			0
Armenia	2020-01-25	0	0			0
Armenia	2020-01-26	0	0			0
Armenia	2020-01-27	0	0			0
Armenia	2020-01-28	0	0			0
Armenia	2020-01-29	0	0			0
Armenia	2020-01-30	0	0			0
Armenia	2020-01-31	0	0			0
Armenia	2020-02-01	0	0			0
Armenia	2020-02-02	0	0			0
Armenia	2020-02-03	0	0			0
Armenia	2020-02-04	0	0			0
Armenia	2020-02-05	0	0			0
Armenia	2020-02-06	0	0			0
Armenia	2020-02-07	0	0			0
Armenia	2020-02-08	0	0			0
Armenia	2020-02-09	0	0			0
Armenia	2020-02-10	0	0			0
Armenia	2020-02-11	0	0			0
Armenia	2020-02-12	0	0			0
Armenia	2020-02-13	0	0			0
Armenia	2020-02-14	0	0			0
Armenia	2020-02-15	0	0			0
Armenia	2020-02-16	0	0			0
Armenia	2020-02-17	0	0			0
Armenia	2020-02-18	0	0			0
Armenia	2020-02-19	0	0			0
Armenia	2020-02-20	0	0			0
Armenia	2020-02-21	0	0			0
Armenia	2020-02-22	0	0			0
Armenia	2020-02-23	0	0			0
Armenia	2020-02-24	0	0			0
Armenia	2020-02-25	0	0			0
Armenia	2020-02-26	0	0			0
Armenia	2020-02-27	0	0			0
Armenia	2020-02-28	0	0			0
Armenia	2020-02-29	0	0			0
Armenia	2020-03-01	1	0			0
Armenia	2020-03-02	1	0			0
Armenia	2020-03-12	4	0			0
Armenia	2020-03-13	6	0			0
Armenia	2020-03-14	13	0			0
Armenia	2020-03-15	20	0			0
Armenia	2020-03-16	30	0			0
Armenia	2020-03-17	52	0			0
Armenia	2020-03-18	78	0			0
Armenia	2020-03-19	115	0			0
Armenia	2020-03-20	122	0			0
Armenia	2020-03-21	136	0			0
Armenia	2020-03-22	160	0			0
Armenia	2020-03-23	190	0			0
Armenia	2020-03-24	194	0			0
Armenia	2020-03-25	265	0			0
Armenia	2020-03-26	290	0			0
Armenia	2020-03-27	329	1			0
Aruba	2020-03-13	2	0			0
Aruba	2020-03-20	4	0			0
Aruba	2020-03-24	12	0			0
Aruba	2020-03-25	17	0			0
Aruba	2020-03-26	19	0			0
Aruba	2020-03-27	28	0			0
Australia	2019-12-31	0	0			0
Australia	2020-01-01	0	0			0
Australia	2020-01-02	0	0			0
Australia	2020-01-03	0	0			0
Australia	2020-01-04	0	0			0
Australia	2020-01-05	0	0			0
Australia	2020-01-06	0	0			0
Australia	2020-01-07	0	0			0
Australia	2020-01-08	0	0			0
Australia	2020-01-09	0	0			0
Australia	2020-01-10	0	0			0
Australia	2020-01-11	0	0			0
Australia	2020-01-12	0	0			0
Australia	2020-01-13	0	0			0
Australia	2020-01-14	0	0			0
Australia	2020-01-15	0	0			0
Australia	2020-01-16	0	0			0
Australia	2020-01-17	0	0			0
Australia	2020-01-18	0	0			0
Australia	2020-01-19	0	0			0
Australia	2020-01-20	0	0			0
Australia	2020-01-21	0	0			0
Australia	2020-01-22	0	0			0
Australia	2020-01-23	0	0			0
Australia	2020-01-24	0	0			0
Australia	2020-01-25	1	0			0
Australia	2020-01-26	4	0			0
Australia	2020-01-27	4	0			0
Australia	2020-01-28	4	0			0
Australia	2020-01-29	4	0			0
Australia	2020-01-30	6	0			0
Australia	2020-01-31	7	0			0
Australia	2020-02-01	9	0			0
Australia	2020-02-02	11	0			0
Australia	2020-02-03	11	0			0
Australia	2020-02-04	11	0			0
Australia	2020-02-05	12	0			0
Australia	2020-02-06	13	0			0
Australia	2020-02-07	14	0			0
Australia	2020-02-08	14	0			0
Australia	2020-02-09	14	0			0
Australia	2020-02-10	14	0			0
Australia	2020-02-11	14	0			0
Australia	2020-02-12	14	0			0
Australia	2020-02-13	14	0			0
Australia	2020-02-14	15	0			0
Australia	2020-02-15	15	0			0
Australia	2020-02-16	15	0			0
Australia	2020-02-17	15	0			0
Australia	2020-02-18	15	0			0
Australia	2020-02-19	15	0			0
Australia	2020-02-20	15	0			0
Australia	2020-02-21	17	0			0
Australia	2020-02-22	21	0			0
Australia	2020-02-23	22	0			0
Australia	2020-02-24	22	0			0
Australia	2020-02-25	22	0			0
Australia	2020-02-26	22	0			0
Australia	2020-02-27	23	0			0
Australia	2020-02-28	23	0			0
Australia	2020-02-29	25	0			0
Australia	2020-03-01	26	1			0
Australia	2020-03-02	29	1			0
Australia	2020-03-03	33	1			0
Australia	2020-03-04	41	1			0
Australia	2020-03-05	52	2			0
Australia	2020-03-06	59	2			0
Australia	2020-03-07	63	2			0
Australia	2020-03-08	74	3			0
Australia	2020-03-09	80	3			0
Australia	2020-03-10	100	3			0
Australia	2020-03-11	112	3			0
Australia	2020-03-12	126	3			0
Australia	2020-03-13	156	3			0
Australia	2020-03-14	197	3			0
Australia	2020-03-15	249	3			0
Australia	2020-03-16	298	5			0
Australia	2020-03-17	375	5			0
Australia	2020-03-18	454	5			0
Australia	2020-03-19	565	6			0
Australia	2020-03-20	709	6			0
Australia	2020-03-21	874	7			0
Australia	2020-03-22	1098	7			0
Australia	2020-03-23	1709	7			0
Australia	2020-03-24	1823	7			0
Australia	2020-03-25	2423	8			0
Australia	2020-03-26	2423	8			0
Australia	2020-03-27	3166	13			0
Austria	2019-12-31	0	0			0
Austria	2020-01-01	0	0			0
Austria	2020-01-02	0	0			0
Austria	2020-01-03	0	0			0
Austria	2020-01-04	0	0			0
Austria	2020-01-05	0	0			0
Austria	2020-01-06	0	0			0
Austria	2020-01-07	0	0			0
Austria	2020-01-08	0	0			0
Austria	2020-01-09	0	0			0
Austria	2020-01-10	0	0			0
Austria	2020-01-11	0	0			0
Austria	2020-01-12	0	0			0
Austria	2020-01-13	0	0			0
Austria	2020-01-14	0	0			0
Austria	2020-01-15	0	0			0
Austria	2020-01-16	0	0			0
Austria	2020-01-17	0	0			0
Austria	2020-01-18	0	0			0
Austria	2020-01-19	0	0			0
Austria	2020-01-20	0	0			0
Austria	2020-01-21	0	0			0
Austria	2020-01-22	0	0			0
Austria	2020-01-23	0	0			0
Austria	2020-01-24	0	0			0
Austria	2020-01-25	0	0			0
Austria	2020-01-26	0	0			0
Austria	2020-01-27	0	0			0
Austria	2020-01-28	0	0			0
Austria	2020-01-29	0	0			0
Austria	2020-01-30	0	0			0
Austria	2020-01-31	0	0			0
Austria	2020-02-01	0	0			0
Austria	2020-02-02	0	0			0
Austria	2020-02-03	0	0			0
Austria	2020-02-04	0	0			0
Austria	2020-02-05	0	0			0
Austria	2020-02-06	0	0			0
Austria	2020-02-07	0	0			0
Austria	2020-02-08	0	0			0
Austria	2020-02-09	0	0			0
Austria	2020-02-10	0	0			0
Austria	2020-02-11	0	0			0
Austria	2020-02-12	0	0			0
Austria	2020-02-13	0	0			0
Austria	2020-02-14	0	0			0
Austria	2020-02-15	0	0			0
Austria	2020-02-16	0	0			0
Austria	2020-02-17	0	0			0
Austria	2020-02-18	0	0			0
Austria	2020-02-19	0	0			0
Austria	2020-02-20	0	0			0
Austria	2020-02-21	0	0			0
Austria	2020-02-22	0	0			0
Austria	2020-02-23	0	0			0
Austria	2020-02-24	0	0			0
Austria	2020-02-25	0	0			0
Austria	2020-02-26	2	0			0
Austria	2020-02-27	2	0			0
Austria	2020-02-28	5	0			0
Austria	2020-02-29	7	0			0
Austria	2020-03-01	10	0			0
Austria	2020-03-02	14	0			0
Austria	2020-03-03	18	0			0
Austria	2020-03-04	24	0			0
Austria	2020-03-05	29	0			0
Austria	2020-03-06	41	0			0
Austria	2020-03-07	74	0			0
Austria	2020-03-08	99	0			0
Austria	2020-03-09	102	0			0
Austria	2020-03-10	131	0			0
Austria	2020-03-11	182	0			0
Austria	2020-03-12	246	0			0
Austria	2020-03-13	361	1			0
Austria	2020-03-14	504	1			0
Austria	2020-03-15	655	1			0
Austria	2020-03-16	860	1			0
Austria	2020-03-17	1016	3			0
Austria	2020-03-18	1332	3			0
Austria	2020-03-19	1646	4			0
Austria	2020-03-20	2196	6			0
Austria	2020-03-21	2649	6			0
Austria	2020-03-22	3024	8			0
Austria	2020-03-23	3631	16			0
Austria	2020-03-24	4486	25			0
Austria	2020-03-25	5282	30			0
Austria	2020-03-26	5888	34			0
Austria	2020-03-27	7029	52			0
Azerbaijan	2019-12-31	0	0			0
Azerbaijan	2020-01-01	0	0			0
Azerbaijan	2020-01-02	0	0			0
Azerbaijan	2020-01-03	0	0			0
Azerbaijan	2020-01-04	0	0			0
Azerbaijan	2020-01-05	0	0			0
Azerbaijan	2020-01-06	0	0			0
Azerbaijan	2020-01-07	0	0			0
Azerbaijan	2020-01-08	0	0			0
Azerbaijan	2020-01-09	0	0			0
Azerbaijan	2020-01-10	0	0			0
Azerbaijan	2020-01-11	0	0			0
Azerbaijan	2020-01-12	0	0			0
Azerbaijan	2020-01-13	0	0			0
Azerbaijan	2020-01-14	0	0			0
Azerbaijan	2020-01-15	0	0			0
Azerbaijan	2020-01-16	0	0			0
Azerbaijan	2020-01-17	0	0			0
Azerbaijan	2020-01-18	0	0			0
Azerbaijan	2020-01-19	0	0			0
Azerbaijan	2020-01-20	0	0			0
Azerbaijan	2020-01-21	0	0			0
Azerbaijan	2020-01-22	0	0			0
Azerbaijan	2020-01-23	0	0			0
Azerbaijan	2020-01-24	0	0			0
Azerbaijan	2020-01-25	0	0			0
Azerbaijan	2020-01-26	0	0			0
Azerbaijan	2020-01-27	0	0			0
Azerbaijan	2020-01-28	0	0			0
Azerbaijan	2020-01-29	0	0			0
Azerbaijan	2020-01-30	0	0			0
Azerbaijan	2020-01-31	0	0			0
Azerbaijan	2020-02-01	0	0			0
Azerbaijan	2020-02-02	0	0			0
Azerbaijan	2020-02-03	0	0			0
Azerbaijan	2020-02-04	0	0			0
Azerbaijan	2020-02-05	0	0			0
Azerbaijan	2020-02-06	0	0			0
Azerbaijan	2020-02-07	0	0			0
Azerbaijan	2020-02-08	0	0			0
Azerbaijan	2020-02-09	0	0			0
Azerbaijan	2020-02-10	0	0			0
Azerbaijan	2020-02-11	0	0			0
Azerbaijan	2020-02-12	0	0			0
Azerbaijan	2020-02-13	0	0			0
Azerbaijan	2020-02-14	0	0			0
Azerbaijan	2020-02-15	0	0			0
Azerbaijan	2020-02-16	0	0			0
Azerbaijan	2020-02-17	0	0			0
Azerbaijan	2020-02-18	0	0			0
Azerbaijan	2020-02-19	0	0			0
Azerbaijan	2020-02-20	0	0			0
Azerbaijan	2020-02-21	0	0			0
Azerbaijan	2020-02-22	0	0			0
Azerbaijan	2020-02-23	0	0			0
Azerbaijan	2020-02-24	0	0			0
Azerbaijan	2020-02-25	0	0			0
Azerbaijan	2020-02-26	0	0			0
Azerbaijan	2020-02-27	0	0			0
Azerbaijan	2020-02-28	0	0			0
Azerbaijan	2020-02-29	1	0			0
Azerbaijan	2020-03-01	1	0			0
Azerbaijan	2020-03-02	3	0			0
Azerbaijan	2020-03-06	6	0			0
Azerbaijan	2020-03-07	9	0			0
Azerbaijan	2020-03-11	11	0			0
Azerbaijan	2020-03-12	13	0			0
Azerbaijan	2020-03-13	13	0			0
Azerbaijan	2020-03-15	19	0			0
Azerbaijan	2020-03-16	19	0			0
Azerbaijan	2020-03-17	19	0			0
Azerbaijan	2020-03-18	28	0			0
Azerbaijan	2020-03-19	34	0			0
Azerbaijan	2020-03-20	44	0			0
Azerbaijan	2020-03-21	44	1			0
Azerbaijan	2020-03-22	53	1			0
Azerbaijan	2020-03-23	65	1			0
Azerbaijan	2020-03-24	72	1			0
Azerbaijan	2020-03-25	87	1			0
Azerbaijan	2020-03-26	93	2			0
Azerbaijan	2020-03-27	122	3			0
Bahamas	2020-03-16	1	0			0
Bahamas	2020-03-17	1	0			0
Bahamas	2020-03-20	3	0			0
Bahamas	2020-03-21	4	0			0
Bahamas	2020-03-22	4	0			0
Bahamas	2020-03-23	4	0			0
Bahamas	2020-03-24	4	0			0
Bahamas	2020-03-25	4	0			0
Bahamas	2020-03-26	5	0			0
Bahamas	2020-03-27	9	0			0
Bahrain	2019-12-31	0	0			0
Bahrain	2020-01-01	0	0			0
Bahrain	2020-01-02	0	0			0
Bahrain	2020-01-03	0	0			0
Bahrain	2020-01-04	0	0			0
Bahrain	2020-01-05	0	0			0
Bahrain	2020-01-06	0	0			0
Bahrain	2020-01-07	0	0			0
Bahrain	2020-01-08	0	0			0
Bahrain	2020-01-09	0	0			0
Bahrain	2020-01-10	0	0			0
Bahrain	2020-01-11	0	0			0
Bahrain	2020-01-12	0	0			0
Bahrain	2020-01-13	0	0			0
Bahrain	2020-01-14	0	0			0
Bahrain	2020-01-15	0	0			0
Bahrain	2020-01-16	0	0			0
Bahrain	2020-01-17	0	0			0
Bahrain	2020-01-18	0	0			0
Bahrain	2020-01-19	0	0			0
Bahrain	2020-01-20	0	0			0
Bahrain	2020-01-21	0	0			0
Bahrain	2020-01-22	0	0			0
Bahrain	2020-01-23	0	0			0
Bahrain	2020-01-24	0	0			0
Bahrain	2020-01-25	0	0			0
Bahrain	2020-01-26	0	0			0
Bahrain	2020-01-27	0	0			0
Bahrain	2020-01-28	0	0			0
Bahrain	2020-01-29	0	0			0
Bahrain	2020-01-30	0	0			0
Bahrain	2020-01-31	0	0			0
Bahrain	2020-02-01	0	0			0
Bahrain	2020-02-02	0	0			0
Bahrain	2020-02-03	0	0			0
Bahrain	2020-02-04	0	0			0
Bahrain	2020-02-05	0	0			0
Bahrain	2020-02-06	0	0			0
Bahrain	2020-02-07	0	0			0
Bahrain	2020-02-08	0	0			0
Bahrain	2020-02-09	0	0			0
Bahrain	2020-02-10	0	0			0
Bahrain	2020-02-11	0	0			0
Bahrain	2020-02-12	0	0			0
Bahrain	2020-02-13	0	0			0
Bahrain	2020-02-14	0	0			0
Bahrain	2020-02-15	0	0			0
Bahrain	2020-02-16	0	0			0
Bahrain	2020-02-17	0	0			0
Bahrain	2020-02-18	0	0			0
Bahrain	2020-02-19	0	0			0
Bahrain	2020-02-20	0	0			0
Bahrain	2020-02-21	0	0			0
Bahrain	2020-02-22	0	0			0
Bahrain	2020-02-23	0	0			0
Bahrain	2020-02-24	1	0			0
Bahrain	2020-02-25	2	0			0
Bahrain	2020-02-26	23	0			0
Bahrain	2020-02-27	33	0			0
Bahrain	2020-02-28	33	0			0
Bahrain	2020-02-29	38	0			0
Bahrain	2020-03-01	41	0			0
Bahrain	2020-03-02	47	0			0
Bahrain	2020-03-04	49	0			0
Bahrain	2020-03-05	52	0			0
Bahrain	2020-03-06	52	0			0
Bahrain	2020-03-07	56	0			0
Bahrain	2020-03-08	63	0			0
Bahrain	2020-03-09	79	0			0
Bahrain	2020-03-10	109	0			0
Bahrain	2020-03-11	110	0			0
Bahrain	2020-03-12	162	0			0
Bahrain	2020-03-13	162	0			0
Bahrain	2020-03-14	210	0			0
Bahrain	2020-03-15	211	0			0
Bahrain	2020-03-16	214	0			0
Bahrain	2020-03-17	221	1			0
Bahrain	2020-03-18	237	1			0
Bahrain	2020-03-19	256	1			0
Bahrain	2020-03-20	269	1			0
Bahrain	2020-03-21	285	1			0
Bahrain	2020-03-22	306	1			0
Bahrain	2020-03-23	334	2			0
Bahrain	2020-03-24	339	2			0
Bahrain	2020-03-25	390	3			0
Bahrain	2020-03-26	419	3			0
Bahrain	2020-03-27	458	4			0
Bangladesh	2020-03-09	3	0			0
Bangladesh	2020-03-15	3	0			0
Bangladesh	2020-03-17	5	0			0
Bangladesh	2020-03-18	8	0			0
Bangladesh	2020-03-19	10	0			0
Bangladesh	2020-03-20	10	0			0
Bangladesh	2020-03-21	17	0			0
Bangladesh	2020-03-22	24	2			0
Bangladesh	2020-03-23	27	3			0
Bangladesh	2020-03-24	33	3			0
Bangladesh	2020-03-25	39	4			0
Bangladesh	2020-03-26	39	5			0
Bangladesh	2020-03-27	48	5			0
Barbados	2020-03-18	1	0			0
Barbados	2020-03-19	1	0			0
Barbados	2020-03-20	2	0			0
Barbados	2020-03-21	6	0			0
Barbados	2020-03-22	14	0			0
Barbados	2020-03-23	17	0			0
Barbados	2020-03-24	17	0			0
Barbados	2020-03-25	18	0			0
Barbados	2020-03-26	18	0			0
Barbados	2020-03-27	24	0			0
Belarus	2019-12-31	0	0			0
Belarus	2020-01-01	0	0			0
Belarus	2020-01-02	0	0			0
Belarus	2020-01-03	0	0			0
Belarus	2020-01-04	0	0			0
Belarus	2020-01-05	0	0			0
Belarus	2020-01-06	0	0			0
Belarus	2020-01-07	0	0			0
Belarus	2020-01-08	0	0			0
Belarus	2020-01-09	0	0			0
Belarus	2020-01-10	0	0			0
Belarus	2020-01-11	0	0			0
Belarus	2020-01-12	0	0			0
Belarus	2020-01-13	0	0			0
Belarus	2020-01-14	0	0			0
Belarus	2020-01-15	0	0			0
Belarus	2020-01-16	0	0			0
Belarus	2020-01-17	0	0			0
Belarus	2020-01-18	0	0			0
Belarus	2020-01-19	0	0			0
Belarus	2020-01-20	0	0			0
Belarus	2020-01-21	0	0			0
Belarus	2020-01-22	0	0			0
Belarus	2020-01-23	0	0			0
Belarus	2020-01-24	0	0			0
Belarus	2020-01-25	0	0			0
Belarus	2020-01-26	0	0			0
Belarus	2020-01-27	0	0			0
Belarus	2020-01-28	0	0			0
Belarus	2020-01-29	0	0			0
Belarus	2020-01-30	0	0			0
Belarus	2020-01-31	0	0			0
Belarus	2020-02-01	0	0			0
Belarus	2020-02-02	0	0			0
Belarus	2020-02-03	0	0			0
Belarus	2020-02-04	0	0			0
Belarus	2020-02-05	0	0			0
Belarus	2020-02-06	0	0			0
Belarus	2020-02-07	0	0			0
